Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
34,65,33,Sandy,Barley,14,16,15,17-17-17
29,55,40,Sandy,Maize,15,20,13,17-17-17
25,67,41,Sandy,Barley,7,18,21,28-28
32,58,35,Sandy,Maize,16,15,13,17-17-17
25,69,50,Sandy,Barley,10,28,22,10-26-26
31,56,71,Loamy,Sugarcane,31,3,16,DAP
29,66,30,Black,Oil seeds,16,14,35,14-35-14
26,54,39,Loamy,Sugarcane,21,8,10,Urea
28,60,38,Sandy,Millets,37,0,0,Urea
33,75,48,Loamy,Wheat,22,0,0,Urea
28,56,27,Sandy,Maize,16,12,37,14-35-14
32,51,65,Red,Cotton,21,9,25,Urea
35,68,30,Red,Tobacco,18,4,31,28-28
28,62,32,Black,Oil seeds,2,0,2,20-20
33,62,44,Sandy,Barley,14,9,30,28-28
27,65,69,Black,Sugarcane,14,19,21,17-17-17
26,59,64,Black,Cotton,14,3,33,28-28
29,61,59,Red,Cotton,21,0,0,Urea
31,72,56,Sandy,Maize,15,14,15,17-17-17
31,63,32,Red,Tobacco,18,0,18,28-28
29,62,62,Black,Sugarcane,11,13,35,14-35-14
30,62,39,Clayey,Pulses,11,26,26,10-26-26
33,56,34,Clayey,Pulses,12,13,35,14-35-14
28,60,40,Sandy,Millets,31,0,8,20-20
30,55,26,Red,Ground Nuts,26,2,12,Urea
29,58,43,Clayey,Pulses,28,0,37,28-28
37,68,52,Loamy,Wheat,0,5,31,DAP
32,64,34,Red,Tobacco,24,4,3,28-28
33,53,35,Sandy,Millets,21,0,8,Urea
34,66,27,Red,Ground Nuts,41,10,48,28-28
27,54,39,Sandy,Millets,34,0,34,28-28
28,63,55,Black,Sugarcane,16,8,22,20-20
32,59,38,Sandy,Maize,19,17,22,17-17-17
26,49,26,Clayey,Pulses,27,0,42,DAP
32,65,31,Red,Tobacco,13,0,17,DAP
35,68,64,Red,Cotton,0,10,16,DAP
29,50,32,Black,Oil seeds,21,3,42,Urea
32,64,38,Sandy,Barley,6,0,41,DAP
28,65,63,Black,Cotton,13,16,37,14-35-14
26,69,33,Clayey,Pulses,14,17,11,20-20
31,58,30,Red,Tobacco,23,7,10,28-28
25,55,63,Loamy,Cotton,20,15,18,17-17-17
33,59,40,Sandy,Maize,26,0,16,28-28
34,55,54,Loamy,Sugarcane,19,19,19,17-17-17
35,54,32,Red,Ground Nuts,18,0,16,DAP
30,59,56,Black,Sugarcane,28,0,12,20-20
25,64,47,Sandy,Barley,0,10,30,DAP
29,57,39,Sandy,Barley,21,0,39,Urea
30,57,63,Red,Cotton,21,6,16,Urea
20,68,32,Black,Oil seeds,29,4,25,Urea
27,52,50,Loamy,Sugarcane,18,17,19,17-17-17
30,61,42,Sandy,Barley,4,3,3,28-28
35,59,41,Red,Ground Nuts,38,0,41,Urea
32,51,72,Loamy,Sugarcane,21,2,0,Urea
37,53,28,Clayey,Pulses,19,11,16,DAP
27,65,41,Sandy,Millets,21,0,10,Urea
38,55,26,Black,Oil seeds,2,1,32,20-20
27,64,39,Sandy,Barley,9,28,23,10-26-26
30,54,32,Clayey,Pulses,38,1,25,20-20
29,58,40,Sandy,Millets,16,19,13,17-17-17
31,63,52,Sandy,Maize,29,18,26,28-28
32,61,46,Loamy,Wheat,41,4,1,20-20
31,53,31,Sandy,Maize,21,2,11,Urea
29,55,42,Clayey,Paddy,28,0,36,Urea
28,56,43,Clayey,Paddy,12,27,21,10-26-26
30,62,40,Sandy,Millets,7,25,26,10-26-26
23,49,28,Clayey,Pulses,11,23,29,10-26-26
31,70,32,Red,Ground Nuts,23,7,45,Urea
29,47,31,Clayey,Pulses,9,29,21,10-26-26
29,51,40,Sandy,Maize,39,7,23,28-28
26,50,52,Loamy,Sugarcane,12,13,31,14-35-14
32,66,29,Loamy,Sugarcane,29,1,10,20-20
29,62,51,Loamy,Wheat,26,1,19,Urea
35,62,35,Black,Oil seeds,14,15,39,14-35-14
29,59,35,Sandy,Millets,39,0,0,20-20
26,56,62,Loamy,Cotton,21,1,15,Urea
36,61,42,Clayey,Paddy,19,6,23,DAP
29,62,32,Black,Oil seeds,6,5,0,20-20
37,67,50,Loamy,Wheat,11,10,13,28-28
30,56,58,Black,Sugarcane,25,8,21,DAP
28,57,47,Loamy,Wheat,21,0,17,Urea
26,55,37,Sandy,Barley,16,11,24,28-28
41,54,53,Loamy,Wheat,13,12,38,14-35-14
29,56,41,Loamy,Sugarcane,13,11,35,14-35-14
30,64,56,Loamy,Sugarcane,13,24,28,10-26-26
27,55,45,Black,Sugarcane,15,17,37,14-35-14
28,56,48,Sandy,Millets,14,0,16,DAP
32,66,36,Sandy,Barley,11,15,35,14-35-14
33,66,38,Loamy,Sugarcane,29,2,43,20-20
28,68,42,Sandy,Maize,11,0,16,DAP
35,59,42,Sandy,Millets,21,0,0,Urea
26,60,35,Clayey,Pulses,15,6,3,20-20
27,63,49,Sandy,Barley,14,9,34,DAP
33,59,38,Sandy,Barley,5,0,40,28-28
32,55,35,Sandy,Maize,15,14,15,17-17-17
32,42,39,Clayey,Pulses,15,17,30,14-35-14
29,60,43,Sandy,Barley,11,17,31,14-35-14
29,56,54,Sandy,Maize,0,14,11,28-28
31,63,44,Clayey,Paddy,37,10,21,20-20
25,53,32,Clayey,Pulses,4,1,16,DAP
33,61,31,Black,Oil seeds,21,2,31,Urea
28,56,36,Black,Millets,19,0,24,20-20
36,64,33,Red,Tobacco,14,0,28,DAP
25,60,34,Sandy,Maize,11,11,35,14-35-14
34,55,42,Clayey,Paddy,19,0,13,28-28
21,58,62,Loamy,Cotton,14,17,32,14-35-14
32,66,47,Sandy,Barley,20,15,12,17-17-17
26,55,36,Red,Ground Nuts,26,0,40,Urea
27,54,25,Sandy,Maize,19,17,15,17-17-17
27,54,37,Sandy,Millets,29,0,42,DAP
28,55,26,Clayey,Pulses,13,15,35,14-35-14
31,63,33,Red,Tobacco,8,26,30,10-26-26
32,69,43,Clayey,Paddy,18,13,0,28-28
27,53,33,Clayey,Paddy,14,20,18,17-17-17
32,60,58,Loamy,Sugarcane,19,18,19,17-17-17
31,67,33,Black,Sugarcane,17,20,19,17-17-17
32,56,36,Sandy,Maize,11,17,26,28-28
31,55,42,Sandy,Maize,21,0,7,Urea
31,57,41,Loamy,Sugarcane,34,0,5,Urea
28,56,35,Clayey,Pulses,17,9,9,28-28
30,66,66,Black,Cotton,30,3,34,DAP
21,64,43,Sandy,Barley,18,10,25,DAP
22,57,35,Sandy,Maize,15,15,14,17-17-17
29,60,50,Loamy,Wheat,21,2,31,20-20
37,71,53,Loamy,Wheat,20,0,14,20-20
31,54,42,Clayey,Pulses,14,1,9,28-28
30,61,38,Sandy,Maize,19,19,16,17-17-17
29,63,34,Black,Millets,27,0,0,28-28
30,60,46,Loamy,Sugarcane,23,4,14,Urea
36,66,51,Loamy,Wheat,19,0,0,28-28
24,61,35,Sandy,Millets,38,0,0,28-28
27,44,28,Clayey,Pulses,35,4,13,Urea
29,52,35,Clayey,Pulses,11,23,24,10-26-26
29,59,40,Sandy,Barley,19,1,29,DAP
25,55,45,Clayey,Pulses,28,0,37,28-28
33,69,31,Red,Tobacco,9,29,28,10-26-26
32,56,65,Black,Cotton,15,16,14,17-17-17
32,69,63,Red,Cotton,14,0,28,DAP
28,50,65,Black,Cotton,19,0,26,20-20
29,59,35,Sandy,Millets,24,1,31,Urea
30,56,30,Sandy,Millets,6,0,16,DAP
27,65,31,Black,Oil seeds,29,7,30,20-20
24,64,42,Sandy,Maize,18,3,0,20-20
30,55,39,Clayey,Pulses,21,5,16,DAP
30,76,36,Black,Oil seeds,31,5,22,Urea
29,54,32,Clayey,Pulses,16,0,0,28-28
23,60,52,Loamy,Wheat,21,9,31,Urea
26,47,28,Clayey,Pulses,13,26,29,10-26-26
31,57,37,Sandy,Millets,48,0,0,Urea
25,52,28,Red,Ground Nuts,9,24,27,10-26-26
25,64,46,Sandy,Maize,19,5,21,28-28
29,54,41,Sandy,Millets,18,0,18,20-20
27,60,55,Loamy,Sugarcane,21,1,31,Urea
30,57,67,Loamy,Sugarcane,13,0,26,20-20
37,55,52,Loamy,Sugarcane,21,1,0,Urea
22,56,65,Black,Cotton,19,15,20,17-17-17
30,48,60,Black,Sugarcane,10,0,16,DAP
36,58,39,Clayey,Paddy,37,3,15,28-28
35,56,49,Loamy,Wheat,18,12,16,DAP
36,56,38,Sandy,Millets,21,0,10,Urea
31,61,35,Clayey,Pulses,23,0,31,28-28
27,48,29,Clayey,Pulses,30,0,46,20-20
32,64,45,Sandy,Millets,20,1,22,DAP
30,71,53,Loamy,Wheat,21,10,18,DAP
39,61,37,Sandy,Barley,20,15,17,17-17-17
30,59,31,Black,Oil seeds,21,0,0,Urea
29,52,39,Sandy,Maize,17,17,38,14-35-14
28,58,44,Clayey,Paddy,21,0,30,Urea
31,57,53,Loamy,Wheat,17,17,35,14-35-14
29,53,33,Clayey,Pulses,10,27,22,10-26-26
33,58,39,Clayey,Paddy,34,10,17,28-28
31,76,53,Loamy,Sugarcane,4,13,14,20-20
35,57,32,Black,Oil seeds,17,12,31,14-35-14
28,62,52,Loamy,Wheat,21,0,6,Urea
35,56,34,Clayey,Pulses,29,0,26,28-28
30,60,45,Sandy,Maize,36,11,12,Urea
30,58,65,Loamy,Cotton,20,10,12,28-28
28,62,34,Black,Oil seeds,21,5,23,Urea
33,63,65,Red,Cotton,13,0,16,DAP
35,56,44,Clayey,Paddy,17,17,39,14-35-14
32,58,48,Loamy,Wheat,14,8,43,28-28
30,64,30,Red,Ground Nuts,21,0,9,Urea
31,60,49,Black,Sugarcane,6,1,19,DAP
26,70,50,Loamy,Sugarcane,19,11,8,20-20
28,56,40,Black,Millets,25,0,14,Urea
32,64,65,Loamy,Cotton,11,16,32,14-35-14
28,59,39,Loamy,Sugarcane,8,0,38,20-20
29,59,39,Clayey,Paddy,12,27,26,10-26-26
31,63,70,Loamy,Sugarcane,25,20,30,20-20
30,54,39,Black,Millets,21,0,7,Urea
27,64,39,Sandy,Millets,26,0,0,20-20
32,62,37,Clayey,Paddy,20,11,36,DAP
25,53,44,Red,Ground Nuts,31,2,16,DAP
32,61,38,Clayey,Paddy,24,0,9,28-28
38,64,40,Sandy,Barley,12,2,30,28-28
29,63,42,Loamy,Sugarcane,15,14,30,14-35-14
27,58,53,Loamy,Wheat,19,0,15,28-28
27,70,64,Loamy,Cotton,17,5,30,DAP
30,52,38,Clayey,Pulses,7,25,19,20-20
31,57,41,Sandy,Barley,13,7,23,28-28
29,62,44,Black,Sugarcane,11,25,21,10-26-26
30,49,39,Clayey,Pulses,11,27,21,10-26-26
27,57,33,Sandy,Millets,31,0,27,Urea
27,63,61,Red,Cotton,14,0,15,20-20
34,65,64,Loamy,Cotton,14,5,0,28-28
29,58,36,Sandy,Millets,43,0,21,28-28
35,59,49,Loamy,Wheat,21,0,14,Urea
23,52,62,Red,Cotton,21,2,17,Urea
27,56,39,Sandy,Maize,15,18,15,17-17-17
27,61,65,Black,Cotton,14,14,39,14-35-14
31,69,35,Red,Ground Nuts,17,16,12,17-17-17
28,63,38,Clayey,Paddy,16,0,7,28-28
31,60,47,Clayey,Paddy,25,7,21,DAP
32,46,74,Black,Sugarcane,30,0,20,Urea
31,51,63,Sandy,Maize,16,11,36,14-35-14
30,67,39,Clayey,Paddy,17,7,13,28-28
32,64,39,Clayey,Paddy,26,0,38,20-20
31,58,40,Sandy,Millets,14,0,9,20-20
27,60,64,Loamy,Sugarcane,16,17,13,17-17-17
33,65,70,Loamy,Sugarcane,18,18,12,17-17-17
31,67,40,Clayey,Paddy,14,15,18,17-17-17
32,65,77,Loamy,Sugarcane,16,19,17,17-17-17
25,54,41,Black,Millets,28,1,0,28-28
31,56,35,Black,Oil seeds,24,3,38,Urea
34,74,49,Loamy,Wheat,32,0,3,Urea
26,62,42,Clayey,Paddy,21,2,0,Urea
26,61,42,Loamy,Sugarcane,16,0,29,DAP
23,62,41,Clayey,Pulses,13,24,25,10-26-26
33,65,29,Red,Tobacco,16,4,30,DAP
29,67,28,Black,Oil seeds,21,2,25,Urea
36,61,66,Loamy,Cotton,12,11,33,14-35-14
27,54,52,Loamy,Wheat,13,11,41,28-28
27,52,45,Black,Millets,4,1,38,20-20
31,58,67,Black,Sugarcane,19,16,17,17-17-17
31,55,43,Black,Millets,23,1,6,Urea
21,57,34,Clayey,Pulses,12,4,22,28-28
30,59,38,Sandy,Maize,18,14,17,17-17-17
34,55,27,Red,Ground Nuts,44,7,34,Urea
29,64,39,Red,Ground Nuts,22,1,52,DAP
28,61,31,Red,Tobacco,8,24,22,10-26-26
26,58,38,Sandy,Millets,33,0,14,20-20
30,71,64,Loamy,Cotton,17,6,22,20-20
31,62,43,Clayey,Paddy,26,14,18,Urea
28,60,31,Clayey,Pulses,36,8,9,20-20
29,54,48,Black,Sugarcane,17,16,35,14-35-14
33,72,38,Sandy,Barley,13,16,38,14-35-14
32,51,65,Loamy,Sugarcane,20,8,43,DAP
31,58,64,Loamy,Sugarcane,21,12,44,Urea
27,60,36,Sandy,Barley,8,28,31,10-26-26
34,58,44,Sandy,Barley,23,0,23,28-28
28,61,33,Clayey,Pulses,11,15,33,14-35-14
31,60,42,Sandy,Millets,32,0,16,DAP
31,64,47,Clayey,Paddy,15,13,34,14-35-14
32,59,38,Sandy,Millets,16,0,2,28-28
25,58,22,Red,Ground Nuts,27,0,22,DAP
28,59,67,Black,Cotton,18,1,32,DAP
36,56,40,Sandy,Millets,13,0,0,20-20
40,62,45,Loamy,Wheat,21,4,20,Urea
34,57,64,Loamy,Cotton,19,0,18,DAP
35,66,38,Sandy,Barley,4,12,38,DAP
27,69,52,Loamy,Wheat,15,11,16,DAP
29,56,39,Sandy,Millets,21,1,31,Urea
28,59,31,Black,Oil seeds,13,12,32,14-35-14
30,69,62,Black,Cotton,13,0,20,DAP
28,55,62,Black,Cotton,14,17,31,14-35-14
34,60,42,Clayey,Paddy,21,0,19,20-20
21,70,38,Black,Oil seeds,21,7,28,20-20
29,73,63,Loamy,Cotton,26,14,21,Urea
33,63,42,Clayey,Paddy,12,11,0,20-20
31,65,60,Loamy,Sugarcane,16,16,14,17-17-17
27,56,31,Loamy,Sugarcane,21,0,0,Urea
28,52,30,Clayey,Pulses,15,4,7,20-20
31,66,52,Loamy,Wheat,28,0,25,20-20
32,71,67,Black,Cotton,21,0,20,Urea
28,52,44,Sandy,Barley,11,17,34,14-35-14
31,59,33,Red,Ground Nuts,21,3,33,DAP
30,59,37,Sandy,Millets,9,1,33,20-20
29,60,47,Sandy,Barley,23,7,37,28-28
34,69,38,Sandy,Barley,14,14,35,14-35-14
26,59,34,Sandy,Millets,21,1,17,28-28
30,54,43,Clayey,Paddy,24,3,22,28-28
33,66,55,Black,Sugarcane,17,13,40,14-35-14
29,55,70,Black,Sugarcane,22,0,16,DAP
27,61,30,Clayey,Pulses,47,0,16,DAP
29,58,40,Sandy,Millets,25,0,0,Urea
28,52,45,Sandy,Maize,23,0,25,Urea
33,58,43,Loamy,Sugarcane,24,5,24,20-20
32,64,43,Clayey,Paddy,24,0,35,28-28
27,55,54,Sandy,Maize,17,3,0,28-28
35,67,50,Loamy,Wheat,8,0,9,20-20
30,60,37,Black,Millets,43,0,24,20-20
24,60,52,Loamy,Wheat,10,26,28,10-26-26
29,56,66,Red,Cotton,15,16,31,14-35-14
23,59,33,Clayey,Pulses,17,16,20,17-17-17
31,51,46,Sandy,Maize,2,16,19,28-28
34,71,50,Clayey,Paddy,27,7,0,28-28
34,55,64,Black,Cotton,15,16,14,17-17-17
33,62,32,Red,Tobacco,10,26,26,10-26-26
29,60,58,Loamy,Sugarcane,25,7,0,Urea
33,47,27,Clayey,Pulses,21,7,35,20-20
30,52,53,Loamy,Sugarcane,19,16,18,17-17-17
30,58,63,Red,Cotton,24,12,16,DAP
29,56,75,Black,Sugarcane,10,0,14,20-20
27,56,58,Loamy,Sugarcane,25,5,18,Urea
26,56,44,Clayey,Paddy,21,1,12,Urea
29,49,35,Clayey,Pulses,8,28,25,10-26-26
37,59,24,Red,Ground Nuts,15,14,16,17-17-17
28,60,31,Sandy,Millets,10,0,24,DAP
31,58,29,Red,Ground Nuts,8,10,47,DAP
27,57,33,Clayey,Pulses,25,3,17,Urea
36,68,64,Black,Cotton,0,1,24,DAP
33,66,47,Sandy,Barley,15,15,34,14-35-14
26,59,34,Clayey,Pulses,13,11,35,14-35-14
30,59,31,Black,Oil seeds,22,7,32,20-20
25,52,32,Red,Ground Nuts,24,0,17,Urea
26,71,51,Loamy,Sugarcane,20,15,13,17-17-17
27,70,50,Loamy,Wheat,7,29,29,10-26-26
37,68,43,Sandy,Barley,27,3,36,DAP
28,56,49,Black,Sugarcane,13,12,34,14-35-14
33,67,33,Red,Tobacco,11,26,31,10-26-26
30,62,33,Red,Ground Nuts,15,20,19,17-17-17
27,60,37,Clayey,Pulses,24,6,30,28-28
24,61,51,Sandy,Maize,12,17,38,14-35-14
37,67,34,Black,Oil seeds,16,3,2,20-20
29,63,27,Red,Tobacco,28,0,12,Urea
38,63,62,Black,Cotton,22,10,20,20-20
25,60,33,Red,Ground Nuts,10,4,18,28-28
29,56,53,Loamy,Sugarcane,15,2,12,20-20
32,68,45,Clayey,Paddy,17,17,33,14-35-14
35,60,33,Red,Tobacco,20,0,40,28-28
32,70,31,Red,Tobacco,20,4,25,DAP
27,57,49,Sandy,Maize,13,12,33,14-35-14
27,47,36,Clayey,Pulses,31,7,16,DAP
39,52,28,Black,Oil seeds,17,14,40,14-35-14
33,60,42,Sandy,Millets,21,1,31,Urea
31,71,37,Sandy,Barley,16,18,20,17-17-17
31,63,24,Red,Ground Nuts,37,0,16,DAP
31,58,37,Sandy,Millets,43,0,25,DAP
40,51,32,Black,Oil seeds,10,29,21,10-26-26
32,57,57,Loamy,Sugarcane,19,20,22,17-17-17
29,58,48,Black,Sugarcane,0,7,18,20-20
28,57,42,Clayey,Paddy,24,8,16,DAP
30,54,46,Loamy,Sugarcane,1,15,23,DAP
34,63,48,Loamy,Wheat,28,0,26,28-28
26,54,32,Clayey,Pulses,21,8,25,Urea
28,54,36,Sandy,Millets,21,0,0,Urea
31,58,45,Sandy,Millets,21,1,0,Urea
33,58,39,Clayey,Paddy,21,5,21,Urea
29,68,65,Red,Cotton,16,17,22,17-17-17
24,51,43,Sandy,Barley,13,17,32,14-35-14
29,55,41,Black,Millets,43,0,33,20-20
35,57,60,Loamy,Cotton,21,0,20,Urea
34,53,42,Black,Millets,36,0,22,20-20
30,56,44,Sandy,Millets,18,0,16,DAP
32,69,38,Clayey,Paddy,16,0,38,28-28
32,59,41,Sandy,Millets,21,0,35,Urea
29,61,64,Loamy,Cotton,36,0,30,Urea
37,64,51,Loamy,Wheat,21,0,0,Urea
36,60,50,Loamy,Wheat,13,23,24,10-26-26
32,60,42,Black,Millets,21,0,8,Urea
30,63,43,Clayey,Paddy,8,2,1,28-28
34,49,61,Sandy,Maize,22,11,30,28-28
25,58,30,Black,Oil seeds,0,10,7,20-20
36,75,72,Loamy,Sugarcane,20,14,18,17-17-17
30,52,28,Clayey,Pulses,9,23,25,10-26-26
33,60,50,Loamy,Sugarcane,17,20,18,17-17-17
31,72,50,Loamy,Wheat,13,26,29,10-26-26
26,65,34,Black,Oil seeds,21,4,16,Urea
34,68,53,Loamy,Wheat,21,2,7,Urea
31,54,40,Black,Millets,14,2,12,20-20
25,60,35,Black,Oil seeds,21,8,15,20-20
33,41,33,Red,Ground Nuts,10,10,16,DAP
24,51,45,Sandy,Barley,10,4,29,28-28
32,67,49,Black,Sugarcane,16,19,13,17-17-17
30,63,31,Red,Tobacco,25,16,17,DAP
38,53,50,Loamy,Wheat,14,15,37,14-35-14
34,60,43,Clayey,Paddy,13,15,30,14-35-14
34,71,59,Loamy,Sugarcane,21,7,24,Urea
28,67,36,Red,Tobacco,26,3,26,28-28
32,62,58,Loamy,Sugarcane,23,0,28,Urea
30,70,29,Black,Oil seeds,21,8,7,Urea
32,62,38,Black,Millets,25,0,25,28-28
28,65,44,Sandy,Barley,13,29,27,10-26-26
29,54,46,Sandy,Millets,25,0,28,Urea
30,55,42,Loamy,Sugarcane,12,0,0,20-20
27,62,42,Loamy,Sugarcane,22,2,16,20-20
30,63,34,Red,Tobacco,8,0,16,DAP
31,65,30,Red,Tobacco,9,24,29,10-26-26
25,57,36,Black,Oil seeds,12,16,36,14-35-14
25,61,63,Black,Cotton,21,0,27,Urea
31,68,51,Loamy,Wheat,12,17,39,14-35-14
32,64,62,Loamy,Cotton,15,12,39,14-35-14
28,63,36,Black,Millets,17,0,0,20-20
32,58,42,Sandy,Millets,21,0,18,Urea
29,55,37,Sandy,Maize,21,1,28,28-28
31,49,41,Loamy,Sugarcane,14,15,22,17-17-17
27,60,41,Sandy,Millets,25,0,10,Urea
32,64,42,Clayey,Paddy,37,0,16,DAP
30,71,64,Red,Cotton,14,10,14,28-28
33,65,36,Red,Ground Nuts,34,5,30,Urea
25,61,28,Black,Oil seeds,21,3,8,Urea
36,51,28,Red,Ground Nuts,34,3,23,28-28
30,57,40,Clayey,Paddy,37,0,0,Urea
28,56,31,Sandy,Millets,21,0,27,Urea
29,58,34,Sandy,Millets,32,0,27,DAP
34,72,61,Black,Cotton,25,0,43,DAP
33,62,50,Loamy,Wheat,34,0,16,DAP
27,63,66,Red,Cotton,21,8,9,Urea
32,56,26,Clayey,Pulses,18,16,22,17-17-17
32,63,63,Loamy,Cotton,20,4,29,DAP
30,58,33,Black,Oil seeds,35,0,23,20-20
29,60,32,Red,Tobacco,20,9,40,28-28
34,57,61,Black,Cotton,21,0,24,Urea
26,48,29,Black,Oil seeds,21,1,2,Urea
30,58,30,Red,Tobacco,27,8,29,28-28
28,65,40,Sandy,Maize,15,17,36,14-35-14
38,58,65,Loamy,Cotton,33,3,27,20-20
34,62,64,Red,Cotton,16,8,16,DAP
32,53,45,Loamy,Sugarcane,35,0,17,Urea
25,59,34,Sandy,Millets,27,1,2,20-20
32,57,48,Sandy,Barley,15,0,34,DAP
31,67,31,Red,Tobacco,13,24,25,10-26-26
25,42,30,Clayey,Pulses,21,0,14,20-20
33,64,28,Red,Tobacco,23,14,29,28-28
30,54,66,Red,Cotton,29,3,10,Urea
23,43,42,Sandy,Barley,0,10,28,28-28
30,59,33,Black,Millets,35,0,18,Urea
33,57,34,Red,Ground Nuts,18,18,18,17-17-17
28,58,35,Sandy,Millets,3,0,6,28-28
31,49,32,Clayey,Pulses,39,1,16,DAP
29,63,64,Loamy,Cotton,12,17,38,14-35-14
30,60,45,Loamy,Sugarcane,19,7,16,DAP
36,53,42,Clayey,Paddy,31,0,19,Urea
28,56,39,Sandy,Maize,17,14,21,17-17-17
31,60,28,Red,Tobacco,44,0,27,Urea
26,55,63,Black,Cotton,5,7,22,DAP
35,62,63,Red,Cotton,21,0,36,Urea
38,60,49,Loamy,Wheat,21,0,20,Urea
33,51,29,Black,Oil seeds,11,14,37,14-35-14
32,62,31,Clayey,Pulses,21,14,27,Urea
31,61,44,Sandy,Maize,21,1,20,Urea
24,58,42,Sandy,Maize,27,14,33,Urea
27,66,46,Clayey,Paddy,40,0,23,20-20
32,63,38,Clayey,Pulses,11,8,5,20-20
22,58,36,Clayey,Pulses,16,0,16,DAP
38,59,51,Loamy,Wheat,7,0,21,20-20
23,55,35,Sandy,Millets,15,0,9,20-20
31,61,37,Black,Millets,23,0,0,20-20
30,58,34,Sandy,Millets,39,2,11,Urea
35,61,38,Sandy,Barley,14,20,20,17-17-17
26,66,36,Red,Ground Nuts,38,2,39,DAP
32,68,49,Loamy,Wheat,16,20,20,17-17-17
33,61,43,Loamy,Sugarcane,20,1,20,20-20
31,62,35,Red,Tobacco,35,5,21,28-28
34,64,59,Red,Cotton,21,7,22,Urea
33,53,39,Sandy,Barley,14,11,40,28-28
33,45,43,Clayey,Pulses,45,10,23,Urea
31,63,51,Loamy,Wheat,29,4,40,Urea
26,56,64,Red,Cotton,21,0,16,DAP
35,52,65,Red,Cotton,18,18,20,17-17-17
30,63,28,Red,Tobacco,25,0,9,28-28
38,55,40,Clayey,Paddy,11,11,36,14-35-14
23,52,34,Clayey,Pulses,31,11,22,20-20
29,62,62,Black,Sugarcane,13,6,5,20-20
28,55,42,Sandy,Millets,18,1,8,20-20
28,63,50,Black,Sugarcane,17,9,14,20-20
41,64,49,Loamy,Wheat,9,28,26,10-26-26
38,47,64,Black,Cotton,21,4,21,Urea
28,47,36,Clayey,Pulses,27,18,11,28-28
32,57,43,Sandy,Millets,43,0,26,28-28
37,63,49,Loamy,Wheat,44,0,16,DAP
35,68,41,Clayey,Paddy,27,0,16,28-28
30,53,40,Sandy,Maize,21,8,20,Urea
35,59,47,Sandy,Maize,12,14,33,14-35-14
33,66,50,Sandy,Barley,15,14,22,17-17-17
28,63,65,Red,Cotton,29,0,47,Urea
33,60,52,Loamy,Sugarcane,14,0,0,20-20
28,77,41,Sandy,Barley,7,23,27,10-26-26
25,58,32,Black,Oil seeds,11,13,33,14-35-14
32,61,40,Black,Sugarcane,21,11,26,Urea
34,59,43,Clayey,Paddy,13,12,39,14-35-14
30,64,50,Loamy,Wheat,29,7,1,28-28
26,60,40,Sandy,Millets,29,0,36,Urea
30,69,38,Black,Oil seeds,16,13,39,14-35-14
39,59,50,Loamy,Wheat,20,4,4,28-28
30,58,61,Loamy,Sugarcane,1,8,16,DAP
28,58,41,Sandy,Barley,12,23,21,10-26-26
35,71,26,Black,Oil seeds,31,0,43,20-20
30,55,43,Sandy,Millets,34,1,40,Urea
32,58,30,Clayey,Pulses,0,0,0,20-20
28,58,32,Red,Ground Nuts,33,4,16,DAP
29,54,42,Sandy,Millets,17,18,19,17-17-17
27,72,54,Sandy,Maize,22,0,5,Urea
27,60,42,Clayey,Paddy,26,10,10,Urea
31,63,66,Loamy,Cotton,11,0,14,28-28
33,57,48,Loamy,Wheat,9,23,29,10-26-26
29,64,64,Black,Sugarcane,7,4,24,DAP
28,71,53,Loamy,Wheat,21,9,6,Urea
30,59,62,Loamy,Cotton,21,1,14,Urea
24,64,43,Loamy,Sugarcane,13,16,39,14-35-14
23,68,50,Loamy,Wheat,29,0,16,DAP
30,58,37,Clayey,Paddy,22,10,16,DAP
38,59,40,Clayey,Paddy,28,12,16,DAP
20,58,61,Red,Cotton,29,5,39,DAP
41,65,51,Loamy,Wheat,17,7,33,28-28
29,59,45,Black,Millets,36,0,16,28-28
30,58,28,Black,Oil seeds,24,1,51,DAP
34,54,43,Sandy,Barley,8,28,25,10-26-26
20,55,38,Sandy,Millets,21,0,0,Urea
36,61,39,Clayey,Paddy,15,11,34,14-35-14
38,63,39,Clayey,Paddy,30,1,27,Urea
30,48,43,Sandy,Barley,11,26,27,10-26-26
36,64,48,Loamy,Wheat,21,12,7,Urea
28,53,33,Clayey,Pulses,12,4,35,DAP
26,60,47,Sandy,Barley,15,15,37,14-35-14
32,51,45,Loamy,Sugarcane,0,0,16,DAP
31,51,64,Black,Cotton,16,14,38,14-35-14
39,61,44,Clayey,Paddy,15,13,0,20-20
32,60,62,Loamy,Cotton,13,12,33,14-35-14
38,53,37,Clayey,Paddy,21,11,13,Urea
31,59,48,Black,Millets,26,0,4,28-28
33,62,54,Black,Sugarcane,21,13,32,20-20
24,66,43,Clayey,Paddy,11,24,26,10-26-26
27,62,43,Black,Sugarcane,8,0,29,DAP
25,62,40,Sandy,Millets,28,1,29,20-20
32,58,60,Black,Cotton,21,6,44,Urea
32,51,52,Loamy,Wheat,21,10,38,Urea
39,65,64,Red,Cotton,48,6,26,DAP
31,63,32,Red,Tobacco,3,0,27,DAP
29,53,68,Loamy,Sugarcane,18,18,22,17-17-17
29,60,45,Sandy,Millets,23,0,32,Urea
